"title","budget_usd","rating"
"How I Ended This Summer",7000000,"6.9"
"Chestnut",7000000,"4.8"
"Salt of This Sea",7000000,"6.8"
"The Meaning of Hitler",7000000,"6.3"
"Grbavica",7000000,"7.2"
"Hell Baby",7000000,"4.9"
"The Tree",7000000,"6.5"
"One More Round",7000000,"6.2"
"Lucky",7000000,"5.3"
"The Woman with the 5 Elephants",7000000,"7.6"
"Minyan",7000000,"6.5"
"Theo Who Lived",7000000,"6.9"
"Take Me to the River: New Orleans",7000000,"8.9"
"The Tracker",7000000,"7.3"
"No Date, No Signature",7000000,"7.2"
"See What I'm Saying: The Deaf Entertainers Documentary",7000000,"7"
"Perfect Pie",7000000,"5.6"
"Becoming Traviata",7000000,"6.7"
"Carol Channing: Larger Than Life",7000000,"7.6"
"Prophet's Prey",7000000,"7.2"
"Closed Curtain",7000000,"6.5"
"Clarence",7000000,"9"
"Adored: Diary of a Porn Star",7000000,"5.8"
"Los Angeles Plays Itself",7000000,"7.8"
"I Hate Valentine's Day",7000000,"4.7"
"Meet Me in Montenegro",7000000,"5.9"
"Kings of L.A.",7000000,"7.2"
"Treeless Mountain",7000000,"7"
"Or (My Treasure)",7000000,"7"
"Gunda",7000000,"7.1"
"Germans & Jews",7000000,"7.6"
"Melancholian 3 huonetta",7000000,"7.2"
"Wish Me Away",7000000,"7.5"
"Breaking Bread",7000000,"7.6"
"Snow Cake",7000000,"7.4"
"30 Years of Garbage: The Garbage Pail Kids Story",7000000,"6.8"
"California Typewriter",7000000,"7.3"
"Abduction: The Megumi Yokota Story",7000000,"7.7"
"Celebration",7000000,"6.5"
"Good Dick",7000000,"6.3"
"Once Again (For the Very First Time)",7000000,"8.3"
"Angels in the Dust",7000000,"7.7"
"Venus Boyz",7000,"6.4"
"Muzzle",7000,"5.5"
"Gypsy 83",69000000,"6.8"
"Under the Boardwalk: The Monopoly Story",69000000,"6.1"
"Simon Killer",69000000,"6.3"
"Why Don't You Play in Hell?",69000000,"7.1"
"Red Obsession",69000000,"6.6"
"Lou Andreas-Salomé, The Audacity to be Free",69000000,"6.5"
"Breathe",68005000,"7"
"Like Me",68000000,"5.2"
"Aberdeen",68000000,"7.1"
"In Between Days",68000000,"6.4"
"Ai Weiwei: The Fake Case",68000000,"6.5"
"At Berkeley",68000000,"7.2"
"All About Evil",68000000,"6.1"
"Mosquita y Mari",68000000,"6.3"
"Sold",68000000,"6.8"
"I Have Never Forgotten You: The Life & Legacy of Simon Wiesenthal",68000000,"7.9"
"2073",68000000,"5.2"
"What the Hell Happened to Blood, Sweat & Tears?",68000000,"7.1"
"Slutty Summer",68000000,"5.1"
"Time Is Up",68000000,"4.2"
"White Elephant",67000000,"6.5"
"Santosh",67000000,"7"
"A Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman",67000000,"5.8"
"The Look of Love",66000000,"6"
"I Am the Blues",66000000,"7.5"
"Camille Claudel 1915",66000000,"6.5"
"Jazz in the Diamond District",66000,"5.5"
"The Strip",650000,"7.6"
"Balseros",650000,"7.2"
"Divinity",650000,"5.3"
"Piaffe",650000,"5.6"
"Legend of the Naga Pearls",650000,"5.5"
"Esther Kahn",650000,"6.7"
"Formula 17",650000,"6.2"
"Happy Magic",650000,"4.6"
"Dhoondte Reh Jaoge",650000,"5.6"
"Entertainment",650000,"5.7"
"From Afar",650000,"6.6"
"In Pursuit of Silence",650000,"7.1"
"Four Daughters",650000,"7.4"
"Princesses",65000000,"6.9"
"Hal",65000000,"7.2"
"Pure",65000000,"6.8"
"And They're Off",65000000,"3.9"
"Blue Jay",65000000,"7.2"
"The Cats of Mirikitani",65000000,"8.2"
"Tharlo",65000000,"6.8"
"Vendetta: No Conscience, No Mercy",65000000,"4.9"
"Valley of the Heart's Delight",65000000,"5.5"
"Monrovia, Indiana",65000000,"7"
"The Thorn in the Heart",65000000,"6.1"
"The Ledge",65000000,"6.5"
"Tangerines",65000000,"8.1"
"The Raspberry Reich",65000000,"5.1"
"Sweet Virginia",65000000,"6.2"
"Merci Docteur Rey",65000000,"6"
"The Galapagos Affair: Satan Came to Eden",65000000,"6.8"
"Who We Are Now",65000000,"6.5"
"The Ones Below",65000000,"6.1"
"Après la vie",65000000,"7"
"Fighting Tommy Riley",65000000,"6.5"
"Southern Baptist Sissies",65000000,"7.3"
"Forever",65000000,"7.7"
"Brothers of the Head",65000000,"6.2"
"Dancing Across Borders",65000000,"6.5"
"A Beginner's Guide to Snuff",65000000,"5"
"Toe to Toe",65000000,"5.4"
"In Order of Disappearance",65000000,"7.1"
"Turn It Around: The Story of East Bay Punk",65000000,"7.8"
"The Babymakers",65000000,"5"
"Twiceborn",65000000,"4.4"
"Interior. Leather Bar.",65000000,"5"
"More Than Honey",65000000,"7.5"
"Let the Fire Burn",65000000,"7.8"
"The Cave of the Yellow Dog",65000000,"7.5"
"The Suicide Theory",65000000,"6.5"
"Love and Honor",65000000,"7.7"
"Les filles ne savent pas nager",65000000,"5.9"
"Land of the Blind",65000000,"6.4"
"The Girl in the Book",65000000,"6.1"
"Redoubt",65000000,"6.7"
"Skateland",65000000,"5.7"
"Drunk Stoned Brilliant Dead",65000,"7.2"
"Breath",65000,"6.7"
"Violet Tendencies",65000,"6.2"
"The Sisterhood of Night",65000,"6"
"2nd Chance",65000,"6.8"
"Blockade",64000000,"7.4"
"Long Live Freedom",64000000,"6.9"
"Low Down",63600000,"6.1"
"Blindsight",63300000,"7.2"
"I'm Not Jesus Mommy",63000000,"2.7"
"Il est plus facile pour un chameau...",63000000,"5.7"
"So Young",63000000,"6.4"
"Two Drifters",63000000,"5.7"
"Hollywould",62000000,"3.7"
"Right Now, Wrong Then",62000000,"7.1"
"Human Nature",62000000,"7.7"
"Paulo Coelho's Best Story",62000000,"5.6"
"Brotherhood of Blades 2",62000000,"6.6"
"In a Dream",62000000,"7.6"
"Rare Objects",62000000,"5.3"
"Hidden in Plain Sight",61000000,"6.3"
"Fuck",61000000,"7"
"Lightning in a Bottle",61000000,"7.6"
"Misery Loves Comedy",61000000,"6.3"
"Patience",61000000,"7"
"It Had to Be You",61000000,"5.6"
"Ramen Shop",61000000,"6.8"
"The Seasons In Quincy: Four Portraits of John Berger",600000,"6.7"
"The Waiting Room",5500000,"7.1"
"Boy Meets Girl",600000,"7.1"
"The Secret Life of Words",600000,"7.4"
"La question humaine",600000,"6.2"
"Borgman",600000,"6.7"
"Loro",600000,"6.7"
"Fiddler's Journey to the Big Screen",600000,"7.7"
"Hush!",600000,"6.8"
"Goodbye, Dragon Inn",600000,"7.1"
"Yes Nurse! No Nurse!",600000,"6.8"
"Foster Boy",600000,"6.4"
"A Talking Picture",600000,"6.5"
"Around a Small Mountain",600000,"6"
"The Cut",600000,"6.3"
"One Small Hitch",600000,"6.5"
"Four Quartets",600000,"6.8"
"The Cowboy and the Queen",60795000,"9.1"
"Charlie's Country",60720000,"7.3"
"You Ain't Seen Nothin' Yet",60000000,"6.5"
"Particles of Truth",60000000,"6.5"
"Blackmail Boy",60000000,"5.7"
"Whores' Glory",60000000,"7.2"
"Becoming Astrid",60000000,"7.1"
"Belle toujours",60000000,"6.3"
"Dead Snow",60000000,"6.3"
"Five Minutes of Heaven",60000000,"6.5"
"Sal",60000000,"4.5"
"All Light, Everywhere",60000000,"6.8"
"Straight-Jacket",60000000,"6.6"
"Sympathy for the Devil",60000000,"5.5"
"Family Law",60000000,"6.8"
"The Scoundrel's Wife",60000000,"5.9"
"Command and Control",60000000,"7.3"
"Kelly & Cal",60000000,"6.3"
"Teddy Bear",60000000,"7.1"
"The World",60000000,"7.1"
"Nocturama",60000000,"6.4"
"Circo",60000000,"7"
"Suddenly",60000000,"6.3"
"From Nowhere",60000000,"6.7"
"Film Geek",60000000,"6.1"
"Justice Is Mind",60000000,"5.1"
"Documented",60000000,"6.7"
"Troublemakers: The Story of Land Art",60000000,"6.5"
"Moonlight Sonata: Deafness in Three Movements",60000000,"7.3"
"I Give It a Year",60000000,"5.7"
"Great Directors",60000000,"6.4"
"Otter 501",60000000,"7.6"
"The Sound of Silence",60000000,"5.7"
"Liv & Ingmar",60000000,"7.3"
"These Birds Walk",60000000,"6.9"
"How to Come Alive with Norman Mailer",60000000,"8"
"Day Night Day Night",60000000,"6.3"
"Walking Out",60000000,"5.8"
"Bollywood/Hollywood",60000000,"5.9"
"Spiral Farm",60000000,"5.3"
"Free Time",60000000,"5.5"
"The Bride & The Grooms",60000000,"6.8"
"I Like Killing Flies",60000000,"7.3"
"The Chambermaid",60000000,"7"
"Evil Remains",60000000,"3.9"
"Our Children",60000000,"6.8"
"Pianoforte",60000000,"7.3"
"Mind the Gap",60000000,"6.9"
"Best Worst Movie",60000000,"7.2"
"Poly Styrene: I Am a Cliché",60000000,"7.1"
"Memories of My Father",60000000,"7.2"
"Killing Kasztner",60000000,"7.3"
"Gangster No. 1",60000000,"6.7"
"Broadway Idiot",60000000,"7.5"
"A State of Mind",60000000,"7.7"
"Junction 48",60000000,"6.6"
"The Adderall Diaries",60000000,"5.1"
"Syndromes and a Century",60000000,"7.3"
"No Turning Back",60000000,"5.8"
"Who the #$&% Is Jackson Pollock?",60000000,"7"
"Arjun: The Warrior Prince",60000000,"6.8"
"The Sorcerer and the White Snake",60000000,"5.8"
"Greenwich Village: Music That Defined a Generation",60000000,"7"
"Gomorrah",60000000,"7"
"Jealousy",60000000,"6.4"
"Spinning Into Butter",60000000,"4.4"
"Hotel by the River",60000000,"6.7"
"Sommer vorm Balkon",60000000,"6.9"
"My Art",60000000,"4.3"
"Shithouse",60000000,"6.9"
"Glass",60000000,"7.3"
"I Love You Forever",60000000,"5.7"
"El bonaerense",60000000,"6.9"
"Blind Shaft",60000000,"7.5"
"Mountains May Depart",60000000,"6.9"
"Radio Free Albemuth",60000000,"5.6"
"Burma VJ: Reporting from a Closed Country",60000000,"7.8"
"Alone with Her",60000000,"6"
"La petite Lili",60000000,"6.1"
"Arranged",60000000,"7.3"
"Kid Cannabis",60000000,"6.4"
"No Intenso Agora",60000000,"7.3"
"Maniac",60000000,"6.1"
"The Fencer",60000000,"7.1"
"Spider",60000000,"6.7"
"The Preppie Connection",60000000,"6.1"
"Wa-shoku: Beyond Sushi",60000000,"6.8"
"Troll Hunter",60000000,"6.9"
"Violeta Went to Heaven",60000000,"7.1"
"The Quitter",60000000,"5.9"
"Garbo: The Spy",60000000,"7.2"
"Kettle of Fish",60000000,"5.2"
"Of Time and the City",60000000,"7.2"
"Riotsville, U.S.A.",60000000,"6.7"
"America the Beautiful 2: The Thin Commandments",60000000,"6.7"
"Tosca",60000000,"7.4"
"Elektra Luxx",60000000,"5"
"Mind Game",60000000,"7.7"
"City of Life and Death",60000000,"7.7"
"The Windigo",60000000,"4.7"
"Gone Doggy Gone",60000000,"4.6"
"Close to Home",60000000,"6.8"
"If a Tree Falls: A Story of the Earth Liberation Front",60000,"7.1"
"Club Zero",60000,"5.8"
"Entre les Bras",60000,"6.2"
"Swimmers",60000,"6.3"
"The Violin",60000,"7.6"
"Ong Bak 3",6800000,"4.9"
"Casting By",6800000,"7.6"
"A Picture of You",6700000,"6.3"
"The Road Dance",6700000,"7.1"
"Carmen and Geoffrey",6600000,"7.9"
"Can't Stand Losing You: Surviving the Police",6600000,"6.9"
"El sueño del regreso",6500000,"4.8"
"Los Reyes",6500000,"7.2"
"Nostalgia for the Light",6500000,"7.6"
"Aida's Secrets",6500000,"7.2"
"Deux de la Vague",6500000,"6.8"
"Stone Reader",6500000,"7.7"
"L'attesa",6500000,"6.5"
"Joseph Pulitzer: Voice of the People",6500000,"6.7"
"Bonnie & Clyde vs. Dracula",6500000,"4.4"
"Asako I & II",6500000,"7.1"
"Buñuel in the Labyrinth of the Turtles",6500000,"7.1"
"Love Goes Public",6500000,"9.6"
"Incantato",6500000,"6.6"
"The Unknown Woman",6500000,"7.4"
"Death by China",6500000,"5.4"
"The Janky Promoters",6500000,"5.1"
"How to Grow a Band",6500000,"6.9"
"C.S.A.: The Confederate States of America",6500000,"6.4"
"Brodeuses",6500000,"6.9"
"Ed Gein",6500000,"5.5"
"Tanna",6500000,"6.9"
"Better Than Something: Jay Reatard",6500000,"7.6"
"Who is Dayani Cristal?",6428966,"6.9"
"Citadel",6420000,"5.5"
"Ribbons",6400000,"5.9"
"Vitus",6400000,"7.6"
"Permanent",6400000,"5.7"
"Silicon Cowboys",6300000,"6.9"
"Anatomy",6300000,"6"
"Did You Wonder Who Fired the Gun?",6250000,"6.7"
"Eastern Boys",6200000,"6.9"
"Hilma",6200000,"6"
"Biggie & Tupac",6000000,"6.7"
"OC87: The Obsessive Compulsive, Major Depression, Bipolar, Asperger's Movie",6000000,"6.5"
"Finders Keepers",6000000,"6.8"
"A Fool",6000000,"7.1"
"Animal Factory",6000000,"6.6"
"Frank & Lola",6000000,"5.9"
"Paul Goodman Changed My Life",6000000,"6.6"
"Generation Startup",6000000,"6.2"
"Love Me True",6000000,"5"
"The Oath",6000000,"7.2"
"Beyond Vanilla",6000000,"5.3"
"Crop Circles: Quest for Truth",6000000,"6.8"
"The Program",6000000,"6.5"
"Deep Sea",6000000,"6.7"
"Closing Escrow",6000000,"5.4"
"Weather Girl",6000000,"5.8"
"The History of Future Folk",6000000,"7.1"
"Little England",6000000,"7.8"
"Beta Test",6000000,"4.7"
"You I Love",6000000,"6.2"
"Five Dances",6000000,"7"
"One Piece: Episode of Alabasta - The Desert Princess and the Pirates",6000000,"6.8"
"!Women Art Revolution",6000000,"6.9"
"A Thousand Clouds of Peace",6000000,"5.6"
"Like Crazy",6000000,"7.1"
"I Am Eleven",6000000,"6.3"
"How to Let Go of the World: and Love All the Things Climate Can't Change",6000000,"7.1"
"We Are Twisted Fucking Sister!",6000000,"7.1"
"Prince of Central Park",6000000,"5.1"
"France",6000000,"5.9"
"4",6000000,"6.5"
"Backseat",6000000,"6.8"
"Feed the Fish",6000000,"6"
"Being Maria",6000000,"6.1"
"Eden Lake",6000000,"6.7"
"Afterimage",6000000,"7"
"Last Life in the Universe",6000000,"7.4"
"Radio Unnameable",6000000,"7.3"
"Beeswax",6000000,"6.1"
"Mediterranea",6000000,"6.6"
"Eat This New York",6000000,"6.9"
"Birdboy: The Forgotten Children",6000000,"7.2"
"White Wedding",6000000,"6.1"
"Language of a Broken Heart",6000000,"5.7"
"The Betrayal",6000000,"7"
"You Go to My Head",6000000,"6.5"
"Waltzing Anna",6000000,"5.1"
"The Grab",6000000,"7.3"
"A Woman, a Part",6000000,"5.3"
"Harvest",6000000,"5.2"
"American: The Bill Hicks Story",6000000,"7.7"
"Rapt",6000000,"6.7"
"The Woodmans",6000000,"6.9"
"Sound of Noise",6000000,"7.1"
"The Death of Mr. Lazarescu",6000000,"7.8"
"I Trust You to Kill Me",6000000,"7.2"
"What We Do Is Secret",6000000,"6.3"
"In Between",6000000,"7.3"
"The Prey",6000000,"6.6"
"Hannah Takes the Stairs",6000000,"5.6"
"The Look",6000000,"6.8"
"The Exploding Girl",6000000,"6.2"
"Vandits",6000000,"5.3"
"La siciliana ribelle",6000000,"6.9"
"On the Other Side of the Tracks",6000000,"5.8"
"The Unbelievers",6000000,"6.9"
"Drug War",6000000,"7"
"American Animal",6000000,"4.3"
"Triple Threat",6000000,"5.6"
"Mrs. Hyde",6000000,"5.1"
"Wrestling with Angels: Playwright Tony Kushner",6000000,"6.9"
"The Pathological Optimist",6000000,"4.8"
"Bhopal: A Prayer for Rain",6000000,"7.1"
"Fix",6000000,"6"
"Queen & Country",6000000,"6.2"
"The Good Heart",6000000,"6.8"
"Lemon",6000000,"4.8"
"Chevalier",6000000,"6.2"
"Surfer, Dude",6000000,"4.6"
"That Summer",6000000,"6.5"
"BearCity",6000000,"5.9"
"Hello Herman",6000000,"5.5"
"Ahed's Knee",6000000,"6.3"
"Smiley Face",6000000,"5.8"
"The Boy Downstairs",6000000,"5.7"
"Searching for Ingmar Bergman",6000000,"6.7"
"Bonjour Monsieur Shlomi",6000000,"7.5"
"Raja",6000000,"6.3"
"Home of the Brave",6000000,"5.6"
"Tekkonkinkreet",6000000,"7.5"
"Las Acacias",6000000,"6.9"
"The Comedy",6000000,"6.3"
"Match",6000000,"6.8"
"Hello, Bookstore",6000,"7.2"
"Drift",59000000,"6.3"
"The English Teacher",59000000,"5.8"
"Go for Sisters",59000000,"6.5"
"Mayhem!",59000000,"6.3"
"Days and Nights",58800000,"4.6"
"Fear and Trembling",58000000,"7"
"We Need to Do Something",58000000,"4.5"
"Nola",58000000,"5.4"
"Tasting Menu",58000000,"5.6"
"G.I. Jesus",58000000,"5"
"Paradise: Love",58000000,"7"
"Untold Scandal",58000000,"6.8"
"Trilogia: To livadi pou dakryzei",58000000,"7.9"
"Hateship Loveship",58000000,"6.1"
"Dina",58000000,"6.8"
"Have You Got It Yet? The Story of Syd Barrett and Pink Floyd",570000,"7.3"
"When We Leave",57000000,"7.5"
"Limbo",57000000,"6.1"
"How About You",57000000,"6.6"
"Let It Be Morning",57000000,"6.8"
"Long Night's Journey Into Day",57000000,"7.5"
"Wrestle",57000000,"7.5"
"American Teacher",560000,"6.8"
"Ruben Brandt, Collector",56600000,"7.4"
"Murina",56000000,"6.8"
"The Legend of Leigh Bowery",56000000,"7.5"
"Love in the Time of Money",56000000,"5.3"
"Screen Door Jesus",550052,"5.5"
"Hagazussa",550000,"5.8"
"I Got a Monster",55000000,"6.7"
"The Willow Tree",55000000,"7.3"
"Zombi Child",55000000,"5.9"
"Sex, Politics & Cocktails",55000000,"4.2"
"Orwell Rolls in His Grave",55000000,"8"
"Walt & El Grupo",55000000,"6.4"
"Tyrel",55000000,"5.5"
"Dreaming Lhasa",55000000,"6.4"
"Mind Body & Soul",55000000,"7.5"
"Camera Obscura",55000000,"4.4"
"The Dukes",55000000,"5.9"
"Mountain",55000000,"7.2"
"Time Renegades",55000000,"6.8"
"Ernest Cole: Lost and Found",55000000,"7.2"
"Spices of Liberty",55000000,"5.8"
"Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?)",55000000,"7.6"
"Rory O'Shea Was Here",55000000,"7.7"
"24 City",55000000,"7.1"
"This Last Lonely Place",55000000,"7.6"
"Our Nixon",55000000,"6.7"
"Carmine Street Guitars",55000000,"7.2"
"Salvatore: Shoemaker of Dreams",55000000,"6.6"
"Narco Cultura",55000000,"7.2"
"Rodeo",55000000,"6.1"
"MFKZ",55000000,"6.7"
"About Fate",55000000,"6.4"
"My Mexican Shivah",55000000,"6.7"
"The Last Fall",55000000,"5.5"
"In No Great Hurry: 13 Lessons in Life with Saul Leiter",55000000,"7.4"
"The Revolution Will Not Be Televised",55000000,"8.2"
"Prodigal Sons",55000000,"7.1"
"Fear(s) of the Dark",55000000,"6.6"
"Viola",55000000,"6.1"
"Khodorkovsky",55000000,"7"
"Girls Against Boys",55000000,"4.8"
"I Was at Home, But...",55000000,"5.5"
"Paul Williams: Still Alive",55000000,"6.9"
"Closet Monster",55000000,"7"
"Sidemen: Long Road to Glory",55000000,"7.4"
"Una",55000000,"6.2"
"Clara Sola",55000000,"6.7"
"R.M.N.",55000000,"7.2"
"Little Fish",55000000,"6.1"
"Inshallah a Boy",55000,"7.2"
"Great World of Sound",55000,"6.7"
"Before the Sunset",55000,"7"
"Fireworks Wednesday",54000000,"7.6"
"The Ornithologist",54000000,"6.3"
"Better Mus' Come",54000000,"6"
"Only in Theaters",54000000,"7.2"
"A Good Day to Be Black & Sexy",54000000,"4.7"
"The Freedom to Marry",54000000,"6.1"
"Keane",53000000,"6.8"
"Special ID",53000000,"5.5"
"Censored Voices",53000000,"7.3"
"Herb & Dorothy 50X50",53000000,"6.2"
"Wake",52200000,"6.3"
"No Bears",52000000,"7.2"
"Grace",52000000,"5.2"
"Kate Plays Christine",52000000,"6.2"
"Counter Investigation",52000000,"6.7"
"Benjamin Smoke",52000000,"7.3"
"Golden Voices",52000000,"7"
"Hank and Asha",52000000,"6.6"
"Jane's Journey",52000000,"7.2"
"Inventing Our Life: The Kibbutz Experiment",52000000,"6.5"
"Providence",52000000,"7.5"
"Too Late to Die Young",52000000,"6.4"
"Dear Mr. Watterson",52000000,"6.4"
"Close Your Eyes",514046,"7.2"
"Touch the Wall",51000000,"7.4"
"The American Astronaut",51000000,"6.9"
"Alice Neel",51000000,"7.2"
"Fatima",51000000,"6.5"
"Pieta",51000000,"7.1"
"XX",505598,"4.6"
"Sputnik Fever",500000,"7.5"
"The Other Woman",500000,"6.3"
"Gasoline Rainbow",500000,"6.4"
"Crutch",500000,"5.1"
"Stolen",500000,"6.2"
"Southbound",500000,"5.9"
"The Anarchist Cookbook",500000,"5"
"5 Days of War",500000,"5.6"
"Onmyoji: The Yin Yang Master",500000,"6.2"
"Public Speaking",500000,"7.6"
"Dog Days",500000,"7"
"The New Twenty",500000,"5.2"
"Slipstream",500000,"4.8"
"My King",500000,"7.1"
"God's Time",500000,"5"
"What Is Democracy?",500000,"6.7"
"Vince Giordano: There's a Future in the Past",500000,"7.9"
"Black Souls",500000,"6.8"
"Unmistaken Child",500000,"7.5"
"The Gardener",500000,"7.4"
"White Bird in a Blizzard",500000,"6.4"
"93Queen",500000,"7.4"
"Cropsey",500000,"6.3"
"Nanking",500000,"7.7"
"Code Black",500000,"7.3"
"Azor",500000,"6.5"
"Torremolinos 73",500000,"6.5"
"Cowboys and Angels",500000,"6.1"
"Harry Dean Stanton: Partly Fiction",500000,"7.4"
"A Ciambra",500000,"6.9"
"After",500000,"4.8"
"My Love, Don't Cross That River",500000,"7.9"
"Big Bad Wolves",500000,"6.8"
"Bulgarian Lovers",500000,"5.8"
"Without Getting Killed or Caught",500000,"7.9"
"Tamo i ovde",500000,"6.3"
"7th Street",500000,"7.6"
"One Cut of the Dead",500000,"7.6"
"Nureyev: Lifting the Curtain",500000,"7.2"
"Even in Dreams",500000,"6.9"
"Cuba feliz",500000,"6.6"
"Maestro",500000,"7.1"
"Pasang: In the Shadow of Everest",500000,"8.2"
"Something to Cheer About",500000,"7.4"
"Dorfman in Love",500000,"6"
"Gigantic (A Tale of Two Johns)",500000,"7.6"
"Dawn of the Crescent Moon",500000,"5.5"
"Diamantino",500000,"6.3"
"Neon Bull",500000,"6.8"
"NightLights",500000,"7.9"
"Hiding and Seeking: Faith and Tolerance After the Holocaust",500000,"7.8"
"Know Your Place",500000,"8.3"
"Sinbad: Beyond the Veil of Mists",500000,"4.4"
"Mountains",500000,"7"
"Coming Up Roses",500000,"5.6"
"Ek Vivaah... Aisa Bhi",500000,"5.4"
"Into the Forest",500000,"5.8"
"Take My Eyes",500000,"7.4"
"Guitar Lessons",500000,"7.2"
"7 Boxes",500000,"7.1"
"Above and Beyond",500000,"7.7"
"Mansfield 66/67",500000,"6.1"
"The Time That Remains",500000,"7.1"
"Counter Column",500000,"8.1"
"Final Cut",500000,"6.4"
"Beauty in Trouble",500000,"6.7"
"Santa santita",500000,"6.4"
"Tuesday, After Christmas",500000,"6.9"
"Approaching the Unknown",500000,"4.9"
"Centigrade",500000,"4.4"
"The Great Water",500000,"7"
"Oasis",500000,"7.8"
"The Exterminating Angels",500000,"5.4"
"Wetlands",500000,"5.8"
"Grassroots",500000,"5.3"
"Beetle Queen Conquers Tokyo",500000,"6.2"
