Title,Year,Rating,Budget_usd,genres,awards_content
The Art of Being Straight,2008,4.9,80000000,"['Comedy', 'Drama', 'Romance']","Awards, 2 wins total"
Bawandar,2000,7.0,80000000,['Drama'],"Awards, 4 wins & 3 nominations total"
The Last Movie Star,2017,7.0,80000000,['Drama'],"Awards, 3 wins & 2 nominations total"
Flux Gourmet,2022,5.8,80000000,"['Dark Comedy', 'Quirky Comedy', 'Comedy', 'Drama', 'Horror']","Awards, 2 wins & 14 nominations total"
Little Girl Blue,2023,6.3,80000000,"['Docudrama', 'Tragedy', 'Biography', 'Documentary', 'Drama']","Awards, 8 nominations total"
The Vortex,2025,8.3,80000000,['Drama'],
Adult World,2013,6.1,80000000,"['Comedy', 'Drama']","Awards, 1 nomination total"
Grateful Dead Meet-Up 2019,2019,8.2,80000000,"['Documentary', 'Music']",
The Paragon,2023,6.4,80000000,['Comedy'],"Awards, 1 win total"
loudQUIETloud: A Film About the Pixies,2006,7.1,80000000,"['Documentary', 'Music']",
China Heavyweight,2012,6.4,80000000,"['Documentary', 'Sport']","Awards, 3 wins & 3 nominations total"
The Jazz Funeral,2014,7.6,80000000,['Drama'],
Shem,2004,4.7,80000000,['Drama'],"Awards, 1 win total"
"Our Father, the Devil",2021,6.9,80000000,['Thriller'],"Awards, 28 wins & 14 nominations total"
Misconceptions,2008,4.7,80000000,"['Satire', 'Comedy', 'Drama']",
Young & Wild,2012,6.0,80000000,"['Comedy', 'Drama']","Awards, 4 wins & 8 nominations total"
The French Minister,2013,6.4,80000000,['Comedy'],"Awards, 3 wins & 10 nominations total"
Poster Boy,2004,6.0,80000000,['Drama'],"Awards, 1 win & 2 nominations total"
Cosmos,2015,5.7,80000000,"['Comedy', 'Crime', 'Drama']","Awards, 1 win & 8 nominations total"
State Funeral,2019,7.2,80000000,"['Documentary', 'History']","Awards, 3 wins & 7 nominations total"
Black White + Gray: A Portrait of Sam Wagstaff and Robert Mapplethorpe,2007,7.0,80000000,"['Biography', 'Documentary', 'Romance']",
Rick,2003,5.9,80000000,"['Comedy', 'Drama']","Awards, 1 win total"
A Bird of the Air,2011,6.6,80000000,"['Drama', 'Romance']",
The Living Wake,2007,6.0,80000000,"['Dark Comedy', 'Comedy']","Awards, 3 wins total"
The Phone,2015,6.5,80000000,"['Action', 'Mystery', 'Sci-Fi', 'Thriller']","Awards, 1 win total"
Ranchero,2008,5.1,80000000,"['Crime', 'Drama']","Awards, 4 wins total"
The Windmill Movie,2008,6.1,80000000,['Documentary'],"Awards, 1 nomination total"
Gaudi Afternoon,2001,5.9,80000000,"['Comedy', 'Drama', 'Mystery']",
Made Me Do It,2017,5.4,80000000,"['Drama', 'Fantasy', 'Horror', 'Thriller']",
Peter and the Farm,2016,7.1,80000000,"['Biography', 'Documentary']","Awards, 3 wins & 1 nomination total"
Virginia Minnesota,2018,5.5,80000000,"['Comedy', 'Drama']","Awards, 8 wins & 16 nominations total"
Santa Mesa,2008,5.9,80000000,['Drama'],"Awards, 4 wins total"
Lowndes County and the Road to Black Power,2022,7.9,80000000,['Documentary'],"Awards, 2 nominations total"
Brooklyn Brothers Beat the Best,2011,6.5,80000000,"['Comedy', 'Music']","Awards, 2 wins total"
Marebito,2004,6.0,80000000,"['Drama', 'Fantasy', 'Horror', 'Mystery']","Awards, 1 win & 1 nomination total"
Summer '04,2006,6.4,80000000,['Drama'],"Awards, 1 nomination total"
Kenny,2006,7.2,80000000,"['Dark Comedy', 'Satire', 'Comedy']","Awards, 6 wins & 10 nominations total"
Everybody Says I'm Fine!,2001,6.0,80000000,"['Drama', 'Fantasy', 'Romance']","Awards, 2 wins total"
Found Memories,2011,7.2,80000000,['Drama'],"Awards, 19 wins & 9 nominations total"
Working Woman,2018,6.8,80000,['Drama'],"Awards, 2 wins & 4 nominations total"
The Hottest August,2019,6.4,8900000,['Documentary'],"Awards, 2 wins & 8 nominations total"
The Color Wheel,2011,6.6,8900000,"['Comedy', 'Romance']","Awards, 2 wins & 2 nominations total"
Twist,2003,6.2,8700000,['Drama'],"Awards, 1 win & 3 nominations total"
Ceský sen,2004,7.3,8620000,"['Comedy', 'Documentary']","Awards, 7 wins & 3 nominations total"
Street Fight,2005,7.9,8600000,"['Political Documentary', 'Documentary']","Nominated for 1 Oscar, 6 wins & 6 nominations total"
If I Were You,2012,6.9,8600000,"['Comedy', 'Drama']","Awards, 1 nomination total"
Remember This,2022,9.1,8540000,['Drama'],"Awards, 3 wins total"
Bicycling with Molière,2013,6.6,8500000,"['Comedy', 'Drama']","Awards, 2 wins & 4 nominations total"
The Journey,2002,7.5,8500000,['Drama'],"Awards, 1 win & 2 nominations total"
The Playroom,2012,5.3,8500000,['Drama'],"Awards, 1 nomination total"
A Monster with a Thousand Heads,2015,6.5,8500000,"['Drama', 'Thriller']","Awards, 12 wins & 15 nominations total"
CBGB,2013,6.6,8500000,"['Crime', 'Drama', 'Music', 'Romance']",
"Costa Brava, Lebanon",2021,6.7,8500000,['Drama'],"Awards, 6 wins & 13 nominations total"
A Coffee in Berlin,2012,7.3,8500000,"['Comedy', 'Drama']","Awards, 25 wins & 23 nominations total"
Bang! The Bert Berns Story,2016,7.9,8500000,"['Biography', 'Documentary', 'Music']","Awards, 2 wins & 1 nomination total"
Sunset Strip,2000,5.5,8500000,"['Comedy', 'Drama']",
Circle,2010,3.3,8500000,"['Horror', 'Thriller']",
"C'est pas moi, c'est l'autre",2004,5.6,8500000,['Comedy'],
Évocateur: The Morton Downey Jr. Movie,2012,6.8,8500000,"['Biography', 'Documentary']","Awards, 1 nomination total"
There's Still Tomorrow,2023,7.7,8500000,"['Comedy', 'Drama', 'History']","Awards, 23 wins & 20 nominations total"
Harry + Max,2004,5.5,8500000,"['Drama', 'Romance']","Awards, 1 nomination total"
Hellbound?,2012,6.3,8500000,['Documentary'],
Run & Jump,2013,6.2,8500000,"['Comedy', 'Drama', 'Mystery']","Awards, 2 wins & 7 nominations total"
Apocalypsis,2018,7.0,8500000,"['Stop Motion Animation', 'Animation', 'Fantasy', 'Mystery', 'Thriller']",
Cinemania,2002,7.1,8500000,['Documentary'],"Awards, 1 win & 1 nomination total"
"Kiki, Love to Love",2016,6.4,8500000,"['Comedy', 'Romance']","Awards, 3 wins & 14 nominations total"
Behind the Burly Q,2010,6.7,8500000,"['Documentary', 'History']","Awards, 1 nomination total"
Armadillo,2010,7.4,8500000,"['Documentary', 'War']","Awards, 10 wins & 18 nominations total"
Hollywood Dreams,2006,4.5,8500000,"['Comedy', 'Drama', 'Romance']","Awards, 1 win total"
Ultrasuede: In Search of Halston,2010,5.3,8300000,['Documentary'],
Questions,2023,7.0,8300000,['Comedy'],"Awards, 4 wins total"
Henri-Georges Clouzot's Inferno,2009,7.4,8300000,['Documentary'],"Awards, 4 wins & 2 nominations total"
Private,2004,6.8,8250000,"['Drama', 'War']","Awards, 13 wins & 7 nominations total"
Things Will Be Different,2024,5.2,8247000,"['Horror', 'Sci-Fi', 'Thriller']","Awards, 1 win & 6 nominations total"
Hit the Road,2021,7.3,8170000,"['Road Trip', 'Comedy', 'Drama', 'Music']","Awards, 11 wins & 18 nominations total"
Attenberg,2010,6.2,8000000,"['Dark Comedy', 'Comedy', 'Drama', 'Romance']","Awards, 11 wins & 15 nominations total"
"Love, Marilyn",2012,7.2,8000000,"['Biography', 'Documentary']","Awards, 1 win total"
Max Rose,2013,6.2,8000000,['Drama'],
The Korean,2008,3.2,8000000,['Action'],"Awards, 1 win & 2 nominations total"
A dios momo,2005,7.0,8000000,['Drama'],
Straight Outta Tompkins,2015,4.9,8000000,['Drama'],
Mur,2004,6.5,8000000,['Documentary'],"Awards, 3 wins & 1 nomination total"
Approved for Adoption,2012,7.3,8000000,"['Animation', 'Biography', 'Drama', 'Family']","Awards, 3 wins & 5 nominations total"
The Heart of Nuba,2016,8.4,8000000,"['Biography', 'Documentary', 'War']","Awards, 2 wins & 1 nomination total"
Rock Bottom,2006,6.0,8000000,['Documentary'],
Eureka,2023,6.1,8000000,['Drama'],"Awards, 2 wins & 5 nominations total"
ABCs of Death 2,2014,5.4,8000000,"['Comedy', 'Horror']","Awards, 1 nomination total"
Dark State,2021,3.0,8000000,"['Political Thriller', 'Crime', 'Drama', 'Mystery', 'Thriller']",
Swim Team,2016,7.5,8000000,"['Documentary', 'Drama', 'Family', 'Sport']","Awards, 6 wins & 1 nomination total"
What Will People Say,2017,7.4,8000000,['Drama'],"Awards, 17 wins & 14 nominations total"
Them,2006,6.3,8000000,"['Horror', 'Thriller']","Awards, 1 win & 3 nominations total"
Line of Duty,2019,5.3,8000000,"['Action', 'Crime', 'Thriller']",
Food and Country,2023,6.8,8000000,['Documentary'],"Awards, 3 nominations total"
Manfast,2003,3.5,8000000,"['Comedy', 'Romance']","Awards, 1 win total"
Oy Vey! My Son Is Gay!!,2009,5.1,8000000,['Comedy'],"Awards, 19 wins & 1 nomination total"
Blood Feast,2016,3.8,8000000,['Horror'],
Sol LeWitt,2012,6.3,8000000,"['Biography', 'Documentary']",
Our City Dreams,2008,6.6,8000000,['Documentary'],
Pizza,2005,5.5,8000000,['Comedy'],"Awards, 1 win total"
Tell Them Who You Are,2004,6.9,8000000,"['Biography', 'Documentary']",
Bandido,2004,5.1,8000000,"['Spy', 'Action', 'Adventure', 'Romance', 'Thriller']",
Fort McCoy,2011,5.9,8000000,"['Drama', 'History', 'War']","Awards, 11 wins & 3 nominations total"
Défense d'aimer,2002,5.4,8000000,['Drama'],
Straight Up,2019,6.9,8000000,"['Comedy', 'Romance']","Awards, 1 win & 2 nominations total"
Senior Year: Love Never Fails,2023,7.8,8000000,"['Drama', 'Family', 'Romance', 'Sport']","Awards, 3 wins & 4 nominations total"
Britt-Marie Was Here,2019,5.5,8000000,"['Comedy', 'Drama', 'Sport']","Awards, 1 nomination total"
The Load,2018,6.5,8000000,['Drama'],"Awards, 16 wins & 18 nominations total"
Searching for the Wrong-Eyed Jesus,2003,7.6,8000000,['Documentary'],"Awards, 1 win & 2 nominations total"
Zaytoun,2012,6.6,8000000,"['Adventure', 'Drama', 'Thriller', 'War']","Awards, 2 wins & 2 nominations total"
Very Good Girls,2013,5.9,8000000,"['Teen Romance', 'Drama', 'Romance']",
They Will Have to Kill Us First,2015,7.2,8000000,['Documentary'],"Awards, 2 wins & 1 nomination total"
Anything,2017,6.1,8000000,"['Drama', 'Romance']","Awards, 8 wins total"
Shadowman,2017,7.3,8000000,"['Biography', 'Documentary']","Awards, 3 nominations total"
The Garden,2008,7.3,8000000,['Documentary'],"Nominated for 1 Oscar, 1 win & 2 nominations total"
Etoiles: Dancers of the Paris Opera Ballet,2001,7.3,8000000,"['Documentary', 'Music']",
"One Cut, One Life",2014,6.2,8000000,"['Biography', 'Documentary']",
The Sower,2017,6.5,8000000,"['Drama', 'Romance']","Awards, 1 win & 4 nominations total"
The Charmer,2017,6.6,8000000,"['Drama', 'Romance', 'Thriller']","Awards, 12 wins & 13 nominations total"
Eternal,2004,4.8,8000000,"['Horror', 'Mystery', 'Thriller']",
Honeymoon,2014,5.7,8000000,"['Body Horror', 'Drama', 'Fantasy', 'Horror', 'Mystery', 'Romance', 'Sci-Fi', 'Thriller']","Awards, 5 nominations total"
One Peace at a Time,2009,7.2,8000000,['Documentary'],"Awards, 1 win total"
Enemies of the State,2020,6.0,8000000,['Documentary'],"Awards, 3 nominations total"
Sacred,2016,7.2,8000000,"['Faith & Spirituality Documentary', 'Documentary']","Awards, 1 win & 2 nominations total"
Burial,2022,5.0,8000000,"['Horror', 'Thriller', 'War']",
Apparition Hill,2016,8.8,8000000,['Documentary'],
Children's Party,2011,7.5,8000000,"['Comedy', 'Drama', 'Family']","Awards, 3 wins & 1 nomination total"
Come Back to Me,2014,5.8,8000000,"['Fantasy', 'Horror', 'Mystery', 'Thriller']",
Vanishing Time: A Boy Who Returned,2016,7.3,8000000,"['Drama', 'Fantasy']","Awards, 4 wins & 3 nominations total"
Summer Storm,2004,7.2,8000000,"['Comedy', 'Drama', 'Romance', 'Sport']","Awards, 4 wins & 4 nominations total"
Surviving Progress,2011,7.4,8000000,['Documentary'],"Awards, 1 nomination total"
Kaili Blues,2015,7.3,8000000,"['Drama', 'Mystery']","Awards, 20 wins & 20 nominations total"
Make Me Famous,2021,7.2,8000000,['Documentary'],"Awards, 1 nomination total"
I Am Ali,2014,7.2,8000000,"['Sports Documentary', 'Biography', 'Documentary', 'Sport']","Awards, 2 nominations total"
White Rainbow,2004,7.6,8000000,['Drama'],"Awards, 1 win total"
Sueño,2005,5.2,8000000,"['Comedy', 'Drama', 'Music', 'Romance']","Awards, 1 nomination total"
No Regret,2006,6.9,8000000,"['Drama', 'Romance']","Awards, 2 wins total"
Waiting for Dublin,2007,4.6,8000000,['Romance'],"Awards, 2 wins total"
44 Inch Chest,2009,5.8,8000000,"['Crime', 'Drama']","Awards, 2 wins & 2 nominations total"
Choking Man,2006,5.9,8000000,['Drama'],"Awards, 1 win & 1 nomination total"
As I Open My Eyes,2015,6.7,8000000,"['Drama', 'Music']","Awards, 9 wins & 19 nominations total"
The Sea,2002,6.8,8000000,"['Dark Comedy', 'Comedy', 'Drama']","Awards, 10 wins & 7 nominations total"
Laleh Drive,2022,5.2,8000000,"['Action', 'Biography', 'Drama', 'Family', 'History', 'Sport']","Awards, 5 wins total"
Sunflower,2005,7.2,8000000,"['Drama', 'Romance']","Awards, 3 wins & 2 nominations total"
Almost Holy,2015,7.5,8000000,"['Biography', 'Documentary']","Awards, 3 wins total"
The Fairy,2011,6.2,8000000,"['Comedy', 'Drama']","Awards, 4 wins & 9 nominations total"
Unoponchash Batash,2020,6.8,8000000,['Romance'],"Awards, 1 win total"
Always Shine,2016,5.6,8000000,"['Drama', 'Horror', 'Mystery', 'Thriller']","Awards, 5 wins & 6 nominations total"
Ghost Master,2019,5.4,8000000,['Horror'],"Awards, 1 win total"
The Reception,2005,5.9,8000000,"['Comedy', 'Drama', 'Romance']","Awards, 1 win & 1 nomination total"
My Piece of the Pie,2011,5.8,8000000,"['Comedy', 'Drama']",
The Channel,2016,3.2,8000000,"['Drama', 'Horror', 'Thriller']","Awards, 1 win total"
WMD: Weapons of Mass Deception,2004,7.7,8000000,['Documentary'],"Awards, 1 win & 1 nomination total"
Quantum Hoops,2007,7.9,8000000,"['Documentary', 'Sport']",
Young Ahmed,2019,6.6,8000000,['Drama'],"Awards, 5 wins & 12 nominations total"
39 Pounds of Love,2005,6.3,8000000,"['Biography', 'Documentary', 'Romance']","Awards, 3 wins total"
Life of a King,2013,6.9,8000000,['Drama'],"Awards, 2 nominations total"
Carlos Castaneda: Enigma of a Sorcerer,2004,4.5,8000000,['Documentary'],
Design Is One: The Vignellis,2012,7.0,8000000,"['Biography', 'Documentary']",
Without the King,2007,6.8,8000000,['Documentary'],"Awards, 1 win total"
The Villainess,2017,6.6,8000000,"['One-Person Army Action', 'Action', 'Thriller']","Awards, 7 wins & 14 nominations total"
The Devil's Hand,2014,5.0,8000000,"['Horror', 'Thriller']",
Staying Vertical,2016,5.9,8000000,"['Comedy', 'Drama']","Awards, 4 wins & 11 nominations total"
Lolo,2015,5.7,8000000,['Comedy'],"Awards, 1 nomination total"
There There,2022,5.2,8000000,"['Comedy', 'Romance']","Awards, 1 win & 2 nominations total"
Oyster Farmer,2004,6.5,8000000,"['Dark Comedy', 'Comedy', 'Crime', 'Drama', 'Romance']","Awards, 6 nominations total"
The Better Angels,2014,6.0,8000000,"['Biography', 'Drama', 'History']","Awards, 2 nominations total"
"Leaving Home, Coming Home: A Portrait of Robert Frank",2004,6.9,8000000,['Documentary'],
The Beasts,2022,7.5,8000000,"['Drama', 'Thriller']","Awards, 57 wins & 40 nominations total"
Woman on the Beach,2006,6.8,79000000,"['Comedy', 'Drama', 'Romance']","Awards, 8 wins & 7 nominations total"
Summer Solstice,2023,4.6,79000000,"['Comedy', 'Drama']","Awards, 1 nomination total"
The Cat Rescuers,2018,7.7,79000000,['Documentary'],"Awards, 1 win total"
Adventures of Power,2008,5.8,79000000,"['Comedy', 'Music']","Awards, 3 wins total"
Corked,2009,6.5,79000000,['Comedy'],
Anatomy of Hell,2004,4.4,780000,['Drama'],"Awards, 1 win total"
Gift,2018,6.6,780000,['Documentary'],"Awards, 1 win & 1 nomination total"
Transfixed,2001,5.5,780000,"['Drama', 'Horror', 'Thriller']","Awards, 1 win & 1 nomination total"
Wild Side,2004,6.4,78000000,"['Drama', 'Romance']","Awards, 6 wins & 1 nomination total"
Living Life,2004,7.2,78000000,['Drama'],
The Velvet Queen,2021,7.8,78000000,"['Nature Documentary', 'Adventure', 'Documentary']","Awards, 5 wins & 8 nominations total"
Weed the People,2018,7.3,78000000,['Documentary'],"Awards, 1 win & 3 nominations total"
Rounding,2022,5.5,78000000,"['Drama', 'Horror', 'Mystery', 'Thriller']","Awards, 1 win total"
Chelsea on the Rocks,2008,5.9,78000000,['Documentary'],
Stardust,2020,4.4,76000000,"['Biography', 'Drama', 'Music']","Awards, 1 nomination total"
Dealt,2017,7.5,76000000,"['Biography', 'Documentary']","Awards, 4 wins & 2 nominations total"
The Iran Job,2012,7.2,76000000,"['Basketball', 'Documentary', 'Sport']","Awards, 1 nomination total"
Mifune: The Last Samurai,2015,7.2,76000000,"['Biography', 'Documentary']","Awards, 3 nominations total"
The Rabbi's Cat,2011,7.1,750000,"['Adventure', 'Animation', 'Comedy', 'Fantasy']","Awards, 3 wins & 4 nominations total"
The Freebie,2010,5.1,750000,"['Comedy', 'Drama']",
Secret Lives: Hidden Children and Their Rescuers During WWII,2002,8.2,750000,['Documentary'],"Awards, 1 win & 2 nominations total"
Never,2014,5.9,750000,['Drama'],"Awards, 2 wins & 3 nominations total"
The Doors: Break On Thru - A Celebration Of Ray Manzarek,2018,8.2,750000,['Documentary'],
Baking Up Love,2021,4.2,750000,['Comedy'],"Awards, 1 win total"
Milk and Honey,2003,6.5,750000,['Drama'],"Awards, 1 win total"
The Other Side of the Street,2004,6.7,750000,"['Crime', 'Drama', 'Mystery', 'Thriller']","Awards, 16 wins & 13 nominations total"
Rangrezz,2013,5.2,750000,"['Action', 'Drama']",
Aurora Borealis,2005,6.7,750000,"['Drama', 'Romance']","Awards, 8 wins & 4 nominations total"
Lansdown,2001,4.0,750000,"['Comedy', 'Thriller']","Awards, 2 wins total"
The Overnighters,2014,7.4,750000,"['Documentary', 'Drama']","Awards, 10 wins & 19 nominations total"
Sicilian Ghost Story,2017,6.5,750000,"['True Crime', 'Crime', 'Drama', 'Fantasy', 'Mystery', 'Romance']","Awards, 6 wins & 11 nominations total"
Butterfly Girl,2014,8.3,750000,['Documentary'],"Awards, 1 nomination total"
The Keeping Room,2014,6.0,750000,"['Drama', 'Western']","Awards, 3 wins & 8 nominations total"
Granito,2011,7.2,750000,"['Crime', 'Documentary', 'History', 'War']","Awards, 3 wins total"
Brake,2012,6.0,750000,['Thriller'],
Human Capital,2019,5.7,750000,"['Drama', 'Thriller']",
Round of Your Life,2019,4.9,750000,"['Family', 'Sport']",
Lost in Beijing,2007,6.7,750000,['Drama'],"Awards, 2 wins & 4 nominations total"
Fratricide,2005,6.6,750000,['Drama'],"Awards, 5 wins & 2 nominations total"
Dreamland,2006,6.3,750000,['Drama'],"Awards, 3 wins & 1 nomination total"
Timecrimes,2007,7.1,750000,"['Time Travel', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']","Awards, 10 wins & 8 nominations total"
Robert Blecker Wants Me Dead,2008,7.3,750000,['Documentary'],
Phantom Boy,2015,6.6,750000,"['Superhero', 'Action', 'Adventure', 'Animation', 'Family', 'Fantasy', 'Sci-Fi']","Awards, 3 nominations total"
The Uncondemned,2015,8.2,750000,['Documentary'],"Awards, 2 wins & 1 nomination total"
Bang Rajan,2000,6.6,75000000,"['Action', 'Drama', 'History', 'War']","Awards, 3 wins & 1 nomination total"
Framing Agnes,2022,6.7,75000000,['Documentary'],"Awards, 5 wins & 11 nominations total"
Beowulf & Grendel,2005,5.8,75000000,"['Action', 'Adventure', 'Drama', 'Fantasy']","Awards, 1 win & 6 nominations total"
My Old School,2022,7.1,75000000,"['Docudrama', 'Comedy', 'Documentary', 'Drama']","Awards, 2 wins & 13 nominations total"
On Her Shoulders,2018,7.3,75000000,"['Biography', 'Documentary']","Awards, 13 wins & 17 nominations total"
I Don't Want to Sleep Alone,2006,6.9,75000000,"['Drama', 'Romance']","Awards, 2 wins & 6 nominations total"
A Chiara,2021,6.8,75000000,['Drama'],"Awards, 13 wins & 21 nominations total"
